# 2026-09-13 attribution-trailer correction; commit trees, authors, dates and parent order preserved.
# Existing source-revision and binary-checksum provenance remains unchanged. See HISTORY_REWRITE_20260913.md.
old	new
4b7dc99feee8cd54ab429240f2b6090ad347e116	4b7dc99feee8cd54ab429240f2b6090ad347e116
4b9c2e13983ff10efa0d2eda105383c673e58b4f	4b9c2e13983ff10efa0d2eda105383c673e58b4f
4ba04c15ba55413eec1fc1d6b0e029562e9c4fc0	4ba04c15ba55413eec1fc1d6b0e029562e9c4fc0
4bb1f88a4542a517f63ebdc8fd75fd80637b5d70	414a19a929457503f4f99471109406ce70a7d7e0
4c33c0145c7bd76b2c6f5a915da0bcf0c2fc4998	9ff0d510076acd94cdd8f7268bb3af1bc42a54f6
4c773a707ea63404339d4db7eb82ffc723e22a35	1330937973f447aa2f4d4a888cc9463ae54ef1e7
4cab42fe8ffead4201a7cff0e796c043c82826f4	4cab42fe8ffead4201a7cff0e796c043c82826f4
4cbff6a14e50d958a386ff974b76bb44982d8e67	d2e210162e0a5b7706fab9834d34aa05be626d3b
4d806db2c7f60a544abd8428ebee9026fcce77bc	597374e0b759b95f14f8bd96f1a1b95fd2a74bac
4e09e09045d5a78207b85dba2ac6330803512786	4e09e09045d5a78207b85dba2ac6330803512786
4e5dae9d8eebf897a8728d76f5795a59ed6e0f15	da1b81d5a2e5cb4a59644e6823e1ddfa7be5a6fd
4ef73597403f374b99832c70f5dd6be0ed01ec51	4ef73597403f374b99832c70f5dd6be0ed01ec51
4fa6f9ad6a08f9ef3d0691c46221d10d876063a9	733db3e9575c4019328546bde3dc133c4e8c9e74
50060191af88f519df2ba79df471826fa5b0c601	f0fc2f7bde86a9c3f74f8bc3dc618fbba978f5f2
511c1fb2c0e1d7df44497ba4999baeb582a5cafe	511c1fb2c0e1d7df44497ba4999baeb582a5cafe
