#qname	txpIDs=...;as=...;bestAS=...;logFragProb=...;errLike=...;logCompat=...;expFmt=...;obsFmt=...;isCompat=...;mateStatus=...;mateFields=...;fwd=...;mateFwd=...;pos=...;matePos=...;primary=...;dropped=...;orphan=...;auxProb=...;fragLen=...;useAuxParams=...;globalFragCount=...;batchReads=...;batchStartCount=...;inDetectionMode=...;
LH00341:87:22K2FJLT3:1:1101:46149:1048	txpIDs=29455,29456,29457,29458,29459;as=0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0;errLike=0,0,0,0,0;logCompat=0,0,0,0,0;expFmt=37,37,37,37,37;obsFmt=5,5,5,5,5;isCompat=1,1,1,1,1;mateStatus=3,3,3,3,3;mateFields=1,1,1,1,1;fwd=1,1,1,1,1;mateFwd=0,0,0,0,0;pos=2816,3004,2936,2940,3069;matePos=2845,3033,2965,2969,3098;primary=0,1,0,0,0;dropped=0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0;auxProb=0,0,0,0,0;weight=0.2,0.2,0.2,0.2,0.2;ec_label=29455,29456,29457,29458,29459;fragLen=151,151,151,151,151;useAuxParams=0,0,0,0,0;globalFragCount=0,0,0,0,0;batchReads=0,0,0,0,0;batchStartCount=0,0,0,0,0;inDetectionMode=1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:47869:1048	txpIDs=197453,197454,197455;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=5,5,5;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=1,1,1;mateFwd=0,0,0;pos=5110,5079,5260;matePos=5146,5115,5296;primary=1,0,0;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=197453,197454,197455;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:12373:1064	txpIDs=92234,92235,92236,92237,92238;as=0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0;errLike=0,0,0,0,0;logCompat=0,0,0,0,0;expFmt=37,37,37,37,37;obsFmt=5,5,5,5,5;isCompat=1,1,1,1,1;mateStatus=3,3,3,3,3;mateFields=1,1,1,1,1;fwd=1,1,1,1,1;mateFwd=0,0,0,0,0;pos=2524,1134,989,1110,634;matePos=2568,1178,1033,1154,678;primary=1,0,0,0,0;dropped=0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0;auxProb=0,0,0,0,0;weight=0.2,0.2,0.2,0.2,0.2;ec_label=92234,92235,92236,92237,92238;fragLen=151,151,151,151,151;useAuxParams=0,0,0,0,0;globalFragCount=0,0,0,0,0;batchReads=0,0,0,0,0;batchStartCount=0,0,0,0,0;inDetectionMode=1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:14277:1064	txpIDs=79437,79444,79445;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=5,5,5;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=1,1,1;mateFwd=0,0,0;pos=560,560,437;matePos=595,595,472;primary=0,1,0;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=79437,79444,79445;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:15720:1064	txpIDs=197453,197454,197455;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=5,5,5;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=1,1,1;mateFwd=0,0,0;pos=4702,4671,4852;matePos=4759,4728,4909;primary=0,0,1;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=197453,197454,197455;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:16644:1064	txpIDs=169822,169824,169825;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=5,5,5;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=1,1,1;mateFwd=0,0,0;pos=1279,1320,1720;matePos=1390,1431,1831;primary=0,0,1;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=169822,169824,169825;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:17495:1064	txpIDs=165366,165367;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=470,516;matePos=639,685;primary=0,1;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=165366,165367;fragLen=170,170;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:19455:1064	txpIDs=160837,160838,160839;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=5,5,5;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=1,1,1;mateFwd=0,0,0;pos=871,817,90;matePos=923,869,142;primary=0,0,1;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=160837,160838,160839;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:20269:1064	txpIDs=114551;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=2025;matePos=2054;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=114551;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:25206:1064	txpIDs=109044;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=27;matePos=230;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=109044;fragLen=204;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:27777:1064	txpIDs=113617,113618,113619,113622,113623,113625,113626,113628,113637,113640;as=0,0,0,0,0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0,0,0,0,0;errLike=0,0,0,0,0,0,0,0,0,0;logCompat=0,0,0,0,0,0,0,0,0,0;expFmt=37,37,37,37,37,37,37,37,37,37;obsFmt=5,5,5,5,5,5,5,5,5,5;isCompat=1,1,1,1,1,1,1,1,1,1;mateStatus=3,3,3,3,3,3,3,3,3,3;mateFields=1,1,1,1,1,1,1,1,1,1;fwd=1,1,1,1,1,1,1,1,1,1;mateFwd=0,0,0,0,0,0,0,0,0,0;pos=1338,1355,1330,1246,1321,1345,1327,1295,1341,551;matePos=1358,1375,1350,1266,1341,1365,1347,1315,1361,571;primary=1,0,0,0,0,0,0,0,0,0;dropped=0,0,0,0,0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0,0,0,0,0;auxProb=0,0,0,0,0,0,0,0,0,0;weight=0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1;ec_label=113617,113618,113619,113622,113623,113625,113626,113628,113637,113640;fragLen=151,151,151,151,151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0,0,0,0,0;batchReads=0,0,0,0,0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:28609:1064	txpIDs=119447,119448,119449,119450,119454;as=0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0;errLike=0,0,0,0,0;logCompat=0,0,0,0,0;expFmt=37,37,37,37,37;obsFmt=5,5,5,5,5;isCompat=1,1,1,1,1;mateStatus=3,3,3,3,3;mateFields=1,1,1,1,1;fwd=1,1,1,1,1;mateFwd=0,0,0,0,0;pos=2110,1293,1048,1311,514;matePos=2145,1328,1083,1346,549;primary=0,0,1,0,0;dropped=0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0;auxProb=0,0,0,0,0;weight=0.2,0.2,0.2,0.2,0.2;ec_label=119447,119448,119449,119450,119454;fragLen=151,151,151,151,151;useAuxParams=0,0,0,0,0;globalFragCount=0,0,0,0,0;batchReads=0,0,0,0,0;batchStartCount=0,0,0,0,0;inDetectionMode=1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:31975:1064	txpIDs=22258;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=3229;matePos=3245;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=22258;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:33195:1064	txpIDs=60872,60873,60874;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=5,5,5;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=1,1,1;mateFwd=0,0,0;pos=2159,1963,1801;matePos=2213,2017,1855;primary=0,0,1;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=60872,60873,60874;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:34360:1064	txpIDs=38366,38367,38368,38369;as=0,0,0,0;bestAS=0;logFragProb=0,0,0,0;errLike=0,0,0,0;logCompat=0,0,0,0;expFmt=37,37,37,37;obsFmt=13,13,13,13;isCompat=1,1,1,1;mateStatus=3,3,3,3;mateFields=1,1,1,1;fwd=0,0,0,0;mateFwd=1,1,1,1;pos=171,1031,796,796;matePos=170,1030,795,795;primary=0,0,1,0;dropped=0,0,0,0;droppedIncompat=0;orphan=0,0,0,0;auxProb=0,0,0,0;weight=0.25,0.25,0.25,0.25;ec_label=38366,38367,38368,38369;fragLen=151,151,151,151;useAuxParams=0,0,0,0;globalFragCount=0,0,0,0;batchReads=0,0,0,0;batchStartCount=0,0,0,0;inDetectionMode=1,1,1,1
LH00341:87:22K2FJLT3:1:1101:36450:1064	txpIDs=53472,53473;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=93,143;matePos=99,149;primary=0,1;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=53472,53473;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:36856:1064	txpIDs=120990,120992,120993,120994;as=0,0,0,0;bestAS=0;logFragProb=0,0,0,0;errLike=0,0,0,0;logCompat=0,0,0,0;expFmt=37,37,37,37;obsFmt=5,5,5,5;isCompat=1,1,1,1;mateStatus=3,3,3,3;mateFields=1,1,1,1;fwd=1,1,1,1;mateFwd=0,0,0,0;pos=622,953,1329,917;matePos=622,953,1329,917;primary=0,0,1,0;dropped=0,0,0,0;droppedIncompat=0;orphan=0,0,0,0;auxProb=0,0,0,0;weight=0.25,0.25,0.25,0.25;ec_label=120990,120992,120993,120994;fragLen=151,151,151,151;useAuxParams=0,0,0,0;globalFragCount=0,0,0,0;batchReads=0,0,0,0;batchStartCount=0,0,0,0;inDetectionMode=1,1,1,1
LH00341:87:22K2FJLT3:1:1101:37947:1064	txpIDs=189238,189239,189240;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=5,5,5;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=1,1,1;mateFwd=0,0,0;pos=1986,4176,1878;matePos=1986,4176,1878;primary=0,1,0;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=189238,189239,189240;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:38983:1064	txpIDs=53472,53473;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=23,73;matePos=140,190;primary=0,1;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=53472,53473;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:39593:1064	txpIDs=188161;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=13;matePos=94;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=188161;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:45511:1064	txpIDs=16407,16414;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=601,715;matePos=601,715;primary=1,0;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=16407,16414;fragLen=151,150;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:46546:1064	txpIDs=102964;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=509;matePos=743;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=102964;fragLen=235;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:46676:1064	txpIDs=174990,174992,174993,174995;as=0,0,0,0;bestAS=0;logFragProb=0,0,0,0;errLike=0,0,0,0;logCompat=0,0,0,0;expFmt=37,37,37,37;obsFmt=13,13,13,13;isCompat=1,1,1,1;mateStatus=3,3,3,3;mateFields=1,1,1,1;fwd=0,0,0,0;mateFwd=1,1,1,1;pos=1105,1082,1082,1023;matePos=1105,1082,1082,1023;primary=0,0,0,1;dropped=0,0,0,0;droppedIncompat=0;orphan=0,0,0,0;auxProb=0,0,0,0;weight=0.25,0.25,0.25,0.25;ec_label=174990,174992,174993,174995;fragLen=151,151,151,151;useAuxParams=0,0,0,0;globalFragCount=0,0,0,0;batchReads=0,0,0,0;batchStartCount=0,0,0,0;inDetectionMode=1,1,1,1
LH00341:87:22K2FJLT3:1:1101:46713:1064	txpIDs=184885;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=544;matePos=544;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=184885;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:50707:1064	txpIDs=44279,44280,44287;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=13,13,13;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=0,0,0;mateFwd=1,1,1;pos=2693,2240,340;matePos=2686,2233,333;primary=1,0,0;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=44279,44280,44287;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:2045:1080	txpIDs=121929,121930,121931;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=5,5,5;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=1,1,1;mateFwd=0,0,0;pos=153,138,99;matePos=195,180,141;primary=1,0,0;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=121929,121930,121931;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:4430:1080	txpIDs=22745,22746,22747;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=5,5,5;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=1,1,1;mateFwd=0,0,0;pos=853,701,618;matePos=853,701,618;primary=0,1,0;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=22745,22746,22747;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:5133:1080	txpIDs=159140,159141;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=3600,3406;matePos=3627,3433;primary=0,1;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=159140,159141;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:6243:1080	txpIDs=193145;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=197;matePos=275;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=193145;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:9405:1080	txpIDs=53510;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=3718;matePos=3718;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=53510;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:10366:1080	txpIDs=39983,39984,39985;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=5,5,5;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=1,1,1;mateFwd=0,0,0;pos=1853,1241,825;matePos=1938,1326,910;primary=1,0,0;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=39983,39984,39985;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:10866:1080	txpIDs=109167,109175,109176,109179,109181,109182,109184,109185,109187;as=0,0,0,0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0,0,0,0;errLike=0,0,0,0,0,0,0,0,0;logCompat=0,0,0,0,0,0,0,0,0;expFmt=37,37,37,37,37,37,37,37,37;obsFmt=5,5,5,5,5,5,5,5,5;isCompat=1,1,1,1,1,1,1,1,1;mateStatus=3,3,3,3,3,3,3,3,3;mateFields=1,1,1,1,1,1,1,1,1;fwd=1,1,1,1,1,1,1,1,1;mateFwd=0,0,0,0,0,0,0,0,0;pos=1083,1094,1019,1158,1132,1115,1107,1011,123;matePos=1133,1144,1069,1208,1182,1165,1157,1061,173;primary=0,0,0,1,0,0,0,0,0;dropped=0,0,0,0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0,0,0,0;auxProb=0,0,0,0,0,0,0,0,0;weight=0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111;ec_label=109167,109175,109176,109179,109181,109182,109184,109185,109187;fragLen=151,151,151,151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0,0,0,0;batchReads=0,0,0,0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:15618:1080	txpIDs=93065,93067,93068,93069,93070,93071;as=0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0;errLike=0,0,0,0,0,0;logCompat=0,0,0,0,0,0;expFmt=37,37,37,37,37,37;obsFmt=5,5,5,5,5,5;isCompat=1,1,1,1,1,1;mateStatus=3,3,3,3,3,3;mateFields=1,1,1,1,1,1;fwd=1,1,1,1,1,1;mateFwd=0,0,0,0,0,0;pos=1883,1643,1811,1647,1676,1590;matePos=1896,1656,1824,1660,1689,1603;primary=1,0,0,0,0,0;dropped=0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0;auxProb=0,0,0,0,0,0;weight=0.166667,0.166667,0.166667,0.166667,0.166667,0.166667;ec_label=93065,93067,93068,93069,93070,93071;fragLen=151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0;batchReads=0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:20223:1080	txpIDs=13595;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=1791;matePos=1957;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=13595;fragLen=167;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:25456:1080	txpIDs=87388,87389,87391,87392,87393,87395,87396;as=0,0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0,0;errLike=0,0,0,0,0,0,0;logCompat=0,0,0,0,0,0,0;expFmt=37,37,37,37,37,37,37;obsFmt=5,5,5,5,5,5,5;isCompat=1,1,1,1,1,1,1;mateStatus=3,3,3,3,3,3,3;mateFields=1,1,1,1,1,1,1;fwd=1,1,1,1,1,1,1;mateFwd=0,0,0,0,0,0,0;pos=752,671,683,574,511,380,176;matePos=767,686,698,589,526,395,191;primary=0,0,0,1,0,0,0;dropped=0,0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0,0;auxProb=0,0,0,0,0,0,0;weight=0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,0.142857;ec_label=87388,87389,87391,87392,87393,87395,87396;fragLen=151,151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0,0;batchReads=0,0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:30911:1080	txpIDs=119433,119436;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=1289,1602;matePos=1314,1627;primary=0,1;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=119433,119436;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:31318:1080	txpIDs=192378,192379,192381,192383,192384;as=0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0;errLike=0,0,0,0,0;logCompat=0,0,0,0,0;expFmt=37,37,37,37,37;obsFmt=5,5,5,5,5;isCompat=1,1,1,1,1;mateStatus=3,3,3,3,3;mateFields=1,1,1,1,1;fwd=1,1,1,1,1;mateFwd=0,0,0,0,0;pos=597,874,705,390,717;matePos=601,878,709,394,721;primary=0,0,0,0,1;dropped=0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0;auxProb=0,0,0,0,0;weight=0.2,0.2,0.2,0.2,0.2;ec_label=192378,192379,192381,192383,192384;fragLen=151,151,151,151,151;useAuxParams=0,0,0,0,0;globalFragCount=0,0,0,0,0;batchReads=0,0,0,0,0;batchStartCount=0,0,0,0,0;inDetectionMode=1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:31355:1080	txpIDs=85462,85464,85466,85473;as=0,0,0,0;bestAS=0;logFragProb=0,0,0,0;errLike=0,0,0,0;logCompat=0,0,0,0;expFmt=37,37,37,37;obsFmt=5,5,5,5;isCompat=1,1,1,1;mateStatus=3,3,3,3;mateFields=1,1,1,1;fwd=1,1,1,1;mateFwd=0,0,0,0;pos=4053,3933,3815,50;matePos=4279,4159,4041,276;primary=0,0,0,1;dropped=0,0,0,0;droppedIncompat=0;orphan=0,0,0,0;auxProb=0,0,0,0;weight=0.25,0.25,0.25,0.25;ec_label=85462,85464,85466,85473;fragLen=227,227,227,227;useAuxParams=0,0,0,0;globalFragCount=0,0,0,0;batchReads=0,0,0,0;batchStartCount=0,0,0,0;inDetectionMode=1,1,1,1
